Event Id,Investigation Type,Accident Number,Event Date,Location,Country,Latitude,Longitude,Airport Code,Airport Name,Injury Severity,Aircraft Damage,Aircraft Category,Registration Number,Make,Model,Amateur Built,Number of Engines,Engine Type,FAR Description,Schedule,Purpose of Flight,Air Carrier,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad Phase of Flight,Report Status,Publication Date,
20001211X09984 , Accident , ATL98FA080 , 05/25/1998 ," INDIAN TRAIL, NC ", United States ,,, EQY , MONROE AIRPORT , Fatal(5) , Destroyed ,  , N96CW , Bell , 206L-3 , No ,1, Turbo Shaft ,  , NSCH , Unknown ,  ,5.0,0.0,0.0,0.0, IMC , CRUISE , Probable Cause , 02/16/2001 , 
20001211X10121 , Accident , LAX98FA171 , 05/24/1998 ," RIPLEY, CA ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , N58RV , Vans Aircraft , RV-8 , Yes ,1, Reciprocating ,  ,  , Business ,  ,2.0,0.0,0.0,0.0, VMC , CRUISE , Probable Cause , 03/31/2000 , 
20001211X10097 , Accident , FTW98LA254 , 05/24/1998 ," TEN SLEEP, WY ", United States ,,, NONE , LYMAN RANCH , Non-Fatal , Destroyed ,  , N9863T , Cessna , 172A , No ,1, Reciprocating ,  ,  , Instructional ,  ,0.0,0.0,0.0,1.0, VMC , LANDING , Probable Cause , 02/15/2001 , 
20001211X10171 , Accident , NYC98FA111 , 05/23/1998 ," LINCOLN, MA ", United States ,,, BED , LAURENCE G. HANSCOM FIELD , Fatal(2) , Destroyed ,  , N82824 , Piper , PA-28RT-201 , No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , APPROACH , Probable Cause , 08/27/1999 , 
20001211X09972 , Accident , ANC98LA052 , 05/23/1998 ," COLD BAY, AK ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N4058Z , Piper , PA-18 , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,0.0,2.0, VMC , LANDING , Probable Cause , 02/15/2001 , 
20001211X10137 , Accident , LAX98LA172 , 05/22/1998 ," HALF MOON BAY, CA ", United States ,,, HAF , HALF MOON BAY , Fatal(4) , Destroyed ,  , N2480Q , Piper , PA-28-161 , No ,1, Reciprocating ,  ,  , Personal ,  ,4.0,0.0,0.0,0.0, VMC , CLIMB , Probable Cause , 02/15/2001 , 
20001211X10023 , Accident , CHI98LA170 , 05/21/1998 ," MAPLE LAKE, MN ", United States ,,, Y33 , MAPLE LAKE AIRPORT , Fatal(2) , Destroyed ,  , N68474 , KREATZ , GENESIS , Yes ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 02/16/2001 , 
20001211X10135 , Accident , LAX98LA168 , 05/20/1998 ," SANTA BARBARA, CA ", United States ,,, SBA , SANTA BARBARA , Non-Fatal , Destroyed ,  , N6056B , Cessna , T210M , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,0.0,1.0, VMC , APPROACH , Probable Cause , 02/11/2000 , 
20001211X10134 , Accident , LAX98LA166 , 05/20/1998 ," LANAI CITY,MAUI, HI ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N112HD , McDonnell Douglas , 520N , No ,1, Turbo Shaft ,  , NSCH , Unknown ,  ,0.0,0.0,1.0,4.0, VMC , CRUISE , Probable Cause , 08/03/2000 , 
20001211X10084 , Accident , FTW98LA234 , 05/20/1998 ," GROVE, OK ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N6144S , Harding , REVOLUTION MINI-500B , Yes ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,1.0,0.0, VMC , CRUISE , Probable Cause , 12/01/1999 , 
20001211X10186 , Accident , SEA98FA078 , 05/19/1998 ," GREAT FALLS, MT ", United States ,,, GTF , GREAT FALLS INTL , Fatal(2) , Destroyed ,  , N121BE , Piper , PA-31T1 , No ,2, Turbo Prop ,  ,  , Instructional ,  ,2.0,0.0,0.0,0.0, VMC , APPROACH , Probable Cause , 01/11/2000 , 
20001211X10102 , Accident , IAD98FA061 , 05/19/1998 ," MANASSAS, VA ", United States ,,, HEF , MANASSAS REGIONAL AIRPORT , Fatal(1) , Destroyed ,  , N292SU , Sukhoi , SU-29 , No ,1, Reciprocating ,  ,  , Unknown ,  ,1.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 03/31/2000 , 
20001211X10082 , Accident , FTW98LA232 , 05/19/1998 ," EUNICE, LA ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N8308K , Gulfstream-Schweizer , G-164B , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,0.0,1.0,0.0,0.0, VMC , CRUISE , Probable Cause , 09/28/1999 , 
20001211X10052 , Accident , FTW98FA229 , 05/18/1998 ," GUTHRIE, OK ", United States ,,, GOK , GUTHRIE MUNICIPAL , Fatal(2) , Destroyed ,  , N4410P , Piper , PA-23-160 , No ,2, Reciprocating ,  ,  , Unknown ,  ,2.0,1.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 12/01/1999 , 
20001211X09996 , Accident , CHI98FA159 , 05/18/1998 ," ARLINGTON HGTS, IL ", United States ,,,  ,  , Fatal(4) , Destroyed ,  , N41BL , Bell , 206L-1 , No ,1, Turbo Shaft ,  ,  , Business ,  ,4.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 03/15/2004 , 
20001211X10130 , Accident , LAX98LA162 , 05/17/1998 ," RICHVALE, CA ", United States ,,,  , THOMPSON STRIP , Non-Fatal , Destroyed ,  , N8177K , Schweizer , G164D , No ,1, Turbo Prop ,  , UNK , Aerial Application ,  ,0.0,0.0,0.0,1.0, VMC , TAKEOFF , Probable Cause , 02/11/2000 , 
20001211X10101 , Accident , IAD98FA059 , 05/17/1998 ," FORT WASHINGTON, MD ", United States ,,, VKX , POTOMAC AIRFIELD , Fatal(1) , Destroyed ,  , N4537R , Piper , PA-28-140 , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,1.0,1.0,0.0, VMC , TAKEOFF , Probable Cause , 10/15/1999 , 
20001211X10077 , Accident , FTW98LA225 , 05/17/1998 ," PARKIN, AR ", United States ,,, NONE ,  , Non-Fatal , Destroyed ,  , N502JF , Air Tractor , AT-502B , No ,1, Turbo Prop ,  , UNK , Aerial Application ,  ,0.0,0.0,0.0,1.0, VMC , TAKEOFF , Probable Cause , 10/30/1998 , 
20001211X10071 , Accident , FTW98LA219 , 05/17/1998 ," ALBUQUERQUE, NM ", United States ,,, ABQ , ALBUQUERQUE INTERNATIONAL , Non-Fatal , Destroyed ,  , N64015 , Cessna , 172M , No ,1, Reciprocating ,  ,  , Instructional ,  ,0.0,0.0,1.0,1.0, VMC , LANDING , Probable Cause , 05/19/1999 , 
20001211X09997 , Accident , CHI98FA165 , 05/17/1998 ," S. SIOUX CITY, NE ", United States ,,, 7K8 , MARTIN FIELD AIRPORT , Fatal(2) , Destroyed ,  , N8919B , Cessna ,172, No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 06/21/2000 , 
20001211X10170 , Accident , NYC98FA107 , 05/16/1998 ," NEW LISBON, NY ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , N3230H , Ercoupe (Eng & Research Corp.) , ERCO-415C , No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , UNKNOWN , Probable Cause , 06/21/2000 , 
20001211X10075 , Accident , FTW98LA223 , 05/16/1998 ," CEDAR FORT, UT ", United States ,,, UT10 , CEDAR VALLEY , Non-Fatal , Destroyed ,  , N158R , AS+ Ltd , AC-4 , No ,  , Unknown ,  ,  , Personal ,  ,0.0,1.0,0.0,0.0, VMC , APPROACH , Probable Cause , 06/21/2000 , 
20001211X10073 , Accident , FTW98LA221 , 05/16/1998 ," RICHFIELD, UT ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N9754P , Piper , PA-25-260D , No ,1, Reciprocating ,  , UNK , Aerial Application ,  ,0.0,1.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 02/15/2001 , 
20001211X10051 , Accident , FTW98FA216 , 05/16/1998 ," VERNON, TX ", United States ,,,  ,  , Fatal(3) , Destroyed ,  , N1885S , Beagle Aircraft , B-206 , No ,2, Reciprocating ,  ,  , Personal ,  ,3.0,0.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 06/18/2002 , 
20001211X10177 , Accident , NYC98LA109 , 05/15/1998 ," WESTMINSTER, MD ", United States ,,, 2W2 , CLEARVIEW AIRPARK , Non-Fatal , Destroyed ,  , N83MC , Deberry , MARQUART MA-5 , Yes ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,1.0,0.0, VMC , TAKEOFF , Probable Cause , 12/08/1998 , 
20001211X10176 , Accident , NYC98LA108 , 05/15/1998 ," FARMINGDALE, NY ", United States ,,, FRG , REPUBLIC , Non-Fatal , Destroyed ,  , N7SB , Cessna , 175B , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,1.0,1.0, VMC , TAKEOFF , Probable Cause , 02/15/2001 , 
20001211X09995 , Accident , CHI98FA153 , 05/15/1998 ," LAGRANGE, WI ", United States ,,,  ,  , Fatal(4) , Destroyed ,  , N6059C , Commander , 114-B , No ,1, Reciprocating ,  ,  , Personal ,  ,4.0,0.0,0.0,0.0, VMC , CRUISE , Probable Cause , 09/07/2000 , 
20001211X10127 , Accident , LAX98LA159 , 05/14/1998 ," TEMECULA, CA ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N90215 , Bell , 206B , No ,1, Turbo Shaft ,  , UNK , Aerial Application ,  ,0.0,0.0,0.0,1.0, VMC , TAKEOFF , Probable Cause , 08/03/1999 , 
20001211X09983 , Accident , ATL98FA076 , 05/14/1998 ," MONTGOMERY, AL ", United States ,,, MXF , MAXWELL AIR FORCE BASE , Non-Fatal , Destroyed ,  , N9280Z , Beech , BE-45-T-34B , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,1.0,1.0,0.0, VMC , TAKEOFF , Probable Cause , 07/26/2001 , 
20001211X10125 , Accident , LAX98LA156 , 05/13/1998 ," GORMAN, CA ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N11867 , Bellanca , 7GCBC , No ,1, Reciprocating ,  ,  , Aerial Observation ,  ,1.0,0.0,0.0,0.0, IMC , MANEUVERING , Probable Cause , 02/11/2000 , 
20001211X10155 , Accident , MIA98LA160 , 05/12/1998 ," SEMMES, AL ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , NONE , M2 , SPORT 1000 , No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 06/21/2000 , 
20001211X10100 , Accident , IAD98FA054 , 05/12/1998 ," DAVIS, WV ", United States ,,,  ,  , Fatal(4) , Destroyed ,  , N72141 , Beech , A36 , No ,1, Turbo Prop ,  ,  , Personal ,  ,4.0,0.0,0.0,0.0, IMC , CRUISE , Probable Cause , 09/07/2000 , 
20001211X10050 , Accident , FTW98FA215 , 05/12/1998 ," FRISCO, TX ", United States ,,, DDJ , FRISCO AIRPORT , Fatal(1) , Destroyed ,  , N6701C , Beech ,76, No ,2, Reciprocating ,  ,  , Unknown ,  ,1.0,1.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 02/16/2001 , 
20001211X10105 , Accident , IAD98LA053 , 05/11/1998 ," NASHUA, NH ", United States ,,, ASH , BOIRE FIELD AIRPORT , Non-Fatal , Destroyed ,  , N7795Q , Cessna , 310Q , No ,2, Reciprocating ,  ,  , Ferry ,  ,0.0,1.0,0.0,0.0, VMC , APPROACH , Probable Cause , 03/31/2000 , 
20001211X10006 , Accident , CHI98LA146 , 05/11/1998 ," WAYLAND, MI ", United States ,,, 41C , WAYLAND , Non-Fatal , Destroyed ,  , N199DD , Dangremond , CHALLENGER II , Yes ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,0.0,1.0, VMC , TAKEOFF , Probable Cause , 12/08/1998 , 
20001211X10068 , Accident , FTW98LA214 , 05/10/1998 ," SALT LAKE CITY, UT ", United States ,,, U42 , SALT LAKE CITY # 2 , Non-Fatal , Destroyed ,  , N8178K , Stinson , 108-1 , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,1.0,0.0, VMC , LANDING , Probable Cause , 08/21/2001 , 
20001211X10004 , Accident , CHI98LA143 , 05/10/1998 ," CEDAR HILLS, MO ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , N5482E , ALON , A-2 , Yes ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 04/06/2001 , 
20001211X10147 , Accident , MIA98FA155 , 05/07/1998 ," FARGO, GA ", United States ,,, GA25 , FARGO , Fatal(1) , Destroyed ,  , N4BN , Piper , PA-23-250 , No ,2, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 02/16/2001 , 
20001211X10117 , Accident , LAX98FA152 , 05/07/1998 ," AVALON, CA ", United States ,,,  ,  , Fatal(4) , Destroyed ,  , N6514E , Cessna , 172N , No ,1, Reciprocating ,  ,  , Personal ,  ,4.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 03/31/2000 , 
20001211X10103 , Accident , IAD98LA051 , 05/06/1998 ," CHESTERFIELD, VA ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N4543K , Cessna , P210N , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,2.0,0.0,0.0, VMC , CRUISE , Probable Cause , 03/31/2000 , 
20001211X10119 , Accident , LAX98FA154 , 05/05/1998 ," BAKERSFIELD, CA ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N231BY , Mooney , M20K , No ,1, Reciprocating ,  ,  , Business ,  ,1.0,0.0,0.0,0.0, VMC , DESCENT , Probable Cause , 08/14/2001 , 
20001211X10118 , Accident , LAX98FA153 , 05/05/1998 ," CRESTLINE, CA ", United States ,,, L67 , RIALTO MUNICIPAL AIRPORT , Fatal(1) , Destroyed ,  , N9471Q , Beech , G33 , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, IMC , DESCENT , Probable Cause , 06/22/2000 , 
20001211X10042 , Accident , DCA98WA041 , 05/05/1998 ," ANDOAS, Peru ", Peru ,,,  ,  , Fatal(87) , Destroyed ,  , UNK , Boeing , 737-200 , No ,  , Unknown ,  , UNK , Unknown ,  ,87.0,0.0,0.0,0.0, IMC ,  , Foreign , 08/25/1998 , 
20001211X09989 , Accident , ATL98LA073 , 05/03/1998 ," SAVANNAH, GA ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , NONE , Quad City Ultralight Aircraft , CHALLENGER II , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , DESCENT , Probable Cause , 07/02/1999 , 
20001211X09987 , Accident , ATL98LA071 , 05/03/1998 ," SEBRING, FL ", United States ,,, FD70 , RIVER ACRES , Non-Fatal , Destroyed ,  , N4ME , Bellanca , 7-GCBC , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,2.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 05/19/1999 , 
20001211X10116 , Accident , LAX98FA149 , 05/01/1998 ," IRWINDALE, CA ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N8365D , Robinson , R22 , No ,1, Reciprocating ,  ,  , Instructional ,  ,1.0,1.0,0.0,0.0, VMC , APPROACH , Probable Cause , 02/15/2001 , 
20001211X10059 , Accident , FTW98LA202 , 05/01/1998 ," LEVELLAND, TX ", United States ,,, Q24 , LEVELLAND MUNICIPAL , Non-Fatal , Destroyed ,  , N459U , Cessna , 150M , No ,1, Reciprocating ,  ,  , Instructional ,  ,0.0,0.0,1.0,1.0, VMC , TAKEOFF , Probable Cause , 10/30/1998 , 
20001211X09947 , Accident , NYC98LA105 , 04/29/1998 ," BALLY, PA ", United States ,,, 7N8 , BUTTER VALLEY , Non-Fatal , Destroyed ,  , N4506Z , Piper , PA-28-181 , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,0.0,1.0, VMC , TAKEOFF , Probable Cause , 10/30/1998 , 
20001211X09946 , Accident , NYC98LA104 , 04/29/1998 ," XENIA, OH ", United States ,,, I19 , GREENE COUNTY REGIONAL , Fatal(2) , Destroyed ,  , N9108Q , Hispano Aviacion , HA200B SAETA , No ,2, Turbo Jet ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , CRUISE , Probable Cause , 01/10/2000 , 
20001211X09882 , Accident , IAD98LA050 , 04/29/1998 ," MIDDLEBURY, CT ", United States ,,, N41 , WATERBURY AIRPORT , Non-Fatal , Destroyed ,  , N728RJ , McClead , VARIEZE , Yes ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,1.0,0.0, VMC , CRUISE , Probable Cause , 03/31/2000 , 
20001211X09896 , Accident , LAX98LA144 , 04/27/1998 ," ROBBINS, CA ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N31785 , Schweizer , G164D , No ,1, Turbo Prop ,  , UNK , Aerial Application ,  ,0.0,0.0,1.0,0.0, VMC , MANEUVERING , Probable Cause , 06/21/2000 , 
20001211X09788 , Accident , ANC98FA043 , 04/27/1998 ," SITKA, AK ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N33902 , Taylorcraft , BL12 , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, IMC , UNKNOWN , Probable Cause , 03/30/2000 , 
20001211X09878 , Accident , IAD98FA049 , 04/26/1998 ," STEVENSVILLE, MD ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , N1345Q , Fairchild Hiller , FH-1100 , No ,1, Turbo Shaft ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 03/31/2000 , 
20001211X09849 , Accident , FTW98FA393 , 04/26/1998 ," PIE TOWN, NM ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N467DL , Cessna , T310R , No ,2, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, IMC , CRUISE , Probable Cause , 03/30/2000 , 
20001211X09839 , Accident , DCA98WA053 , 04/26/1998 ," EUCEMBUNE, Australia ", Australia ,,,  ,  , Unavailable , Destroyed , Airplane , VHIOR , Cessna ,210, Yes ,  , Unknown ," Non-U.S., Commercial ", UNK , Unknown ,  ,,,,, UNK ,  , Foreign ,  , 
20001211X09803 , Accident , ATL98LA067 , 04/26/1998 ," ENGLEWOOD, FL ", United States ,,, X36 , BUCHAN AIRPORT , Fatal(1) , Destroyed ,  , NONE , UNKNOWN , FREEBIRD SPORT , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , APPROACH , Probable Cause , 05/19/1999 , 
20001211X09867 , Accident , FTW98LA194 , 04/25/1998 ," OBERLIN, LA ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N63E , Grumman-Schweizer , G-164B , No ,1, Turbo Prop ,  , UNK , Aerial Application ,  ,0.0,1.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 02/15/2001 , 
20001211X09848 , Accident , FTW98FA192 , 04/25/1998 ," KERRVILLE, TX ", United States ,,, ERV , KERRVILLE MUNICIPAL , Fatal(3) , Destroyed ,  , N60UU , Beech , BE-58 , No ,2, Reciprocating ,  ,  , Personal ,  ,3.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 12/01/1999 , 
20001211X09944 , Accident , NYC98LA101 , 04/24/1998 ," MOUNT STERLING, KY ", United States ,,, I0B , MOUNT STERLING , Non-Fatal , Destroyed ,  , N479AM , Beech , D95A , No ,2, Reciprocating ,  ,  , Instructional ,  ,0.0,2.0,0.0,0.0, VMC , GO-AROUND , Probable Cause , 08/27/1999 , 
20001211X09884 , Accident , LAX98FA141 , 04/24/1998 ," RAMONA, CA ", United States ,,, L39 , RAMONA , Fatal(2) , Destroyed ,  , N8364L , Cessna ,172, No ,1, Reciprocating ,  ,  , Instructional ,  ,2.0,0.0,0.0,0.0, VMC , APPROACH , Probable Cause , 12/01/1999 , 
20001211X09877 , Accident , IAD98FA047 , 04/23/1998 ," COLUMBUS, OH ", United States ,,, CMH , PORT COLUMBUS INTERNATION , Fatal(1) , Destroyed ,  , N258B , Beech ,58, No ,2, Reciprocating ,  , NSCH , Unknown ,  ,1.0,0.0,0.0,0.0, VMC , APPROACH , Probable Cause , 02/16/2001 , 
20001211X09847 , Accident , FTW98FA191 , 04/23/1998 ," DEL RIO, TX ", United States ,,, DRT , DEL RIO INTERNATIONAL , Fatal(1) , Destroyed ,  , N2179L , Beech , F33A , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , APPROACH , Probable Cause , 11/14/2001 , 
20001211X09846 , Accident , FTW98FA190 , 04/23/1998 ," PAROWAN, UT ", United States ,,, 1L9 , PAROWAN AIRPORT , Fatal(2) , Destroyed ,  , N50385 , Cessna , 150H , No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 02/16/2001 , 
20001211X09925 , Accident , MIA98LA141 , 04/21/1998 ," LAKELAND, FL ", United States ,,, LAL , LAKELAND-LINDER REGIONAL , Fatal(1) , Destroyed ,  , N914SL , Star-Lite Engineering Ltd , WARP 1A , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 10/30/1998 , 
20001211X09845 , Accident , FTW98FA189 , 04/21/1998 ," MUSKOGEE, OK ", United States ,,, HAX , HATBOX , Fatal(2) , Destroyed ,  , N8720G , Cessna , 150F , No ,1, Reciprocating ,  ,  , Instructional ,  ,2.0,0.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 02/15/2001 , 
20020211X00204 , Accident , DCA98RA036 , 04/20/1998 ," BOGOTA, Colombia ", Colombia ,,,  ,  , Fatal(52) , Destroyed ,  , HCBRI , Boeing , 727-200 , No ,  , Unknown ,  , SCHD , Unknown ,  ,52.0,0.0,0.0,0.0, UNK ,  , Foreign , 02/11/2002 , 
20001211X09960 , Accident , SEA98LA064 , 04/19/1998 ," SEDRO WOOLEY, WA ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N80SD , Bell , 47G-3B-1 , No ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,0.0,3.0, VMC , TAKEOFF , Probable Cause , 08/13/2001 , 
20001211X09936 , Accident , NYC98FA095 , 04/19/1998 ," BRIDGEPORT, CT ", United States ,,, BDR , IGOR I. SIKORSKY MEMORIAL , Fatal(1) , Destroyed ,  , N40HL , Mooney , M20J , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, IMC , GO-AROUND , Probable Cause , 06/21/2000 , 
20001211X09903 , Accident , MIA98FA135B , 04/19/1998 ," KISSIMMEE, FL ", United States ,,, ISM , KISSIMMEE MUNICIPAL , Fatal(2) , Destroyed ,  , N802RB , Boeing , A-75N1 , No ,1, Reciprocating ,  ,  , Unknown ,  ,2.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 02/15/2001 , 
20001211X09903 , Accident , MIA98FA135A , 04/19/1998 ," KISSIMMEE, FL ", United States ,,, ISM , KISSIMMEE MUNICIPAL , Fatal(2) , Destroyed ,  , N806RB , Boeing , A-75N1 , No ,1, Reciprocating ,  ,  , Unknown ,  ,2.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 02/15/2001 , 
20001211X09823 , Accident , CHI98LA129 , 04/19/1998 ," ROMULUS, MI ", United States ,,,  ,  , Fatal(1) , Destroyed ,  , N234Q , Good , VELOCITY , Yes ,1, Reciprocating ,  ,  , Unknown ,  ,1.0,0.0,0.0,0.0, VMC , CRUISE , Probable Cause , 10/30/1998 , 
20001211X09808 , Accident , CHI98FA130 , 04/19/1998 ," KALAMAZOO, MI ", United States ,,, AZO , KALAMZOO/BATTLE CREEK , Fatal(4) , Destroyed ,  , N1762J , Piper , PA-28-140 , No ,1, Reciprocating ,  ,  , Personal ,  ,4.0,0.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 06/21/2000 , 
20001211X09844 , Accident , FTW98FA186 , 04/18/1998 ," SILOAM SPRINGS, AR ", United States ,,, SLG , SMITH FIELD , Fatal(2) , Destroyed ,  , N996DT , Foster/Hilsman , Q2 , Yes ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , CRUISE , Probable Cause , 10/24/2000 , 
20001211X09822 , Accident , CHI98LA128 , 04/17/1998 ," BICKNELL, IN ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N247RJ , JAEGER , SONERAI II-L , Yes ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,1.0,0.0, VMC , CRUISE , Probable Cause , 02/15/2001 , 
20001211X09799 , Accident , ATL98FA063 , 04/17/1998 ," NEWPORT, TN ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , N813Y , William Sargent , LANCAIR 235 , Yes ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, UNK , UNKNOWN , Probable Cause , 02/16/2001 , 
20001211X09843 , Accident , FTW98FA185 , 04/16/1998 ," ST. MARTINVILLE, LA ", United States ,,,  ,  , Fatal(2) , Destroyed ,  , N238BC , Young , GLASAIR III , Yes ,1, Reciprocating ,  ,  , Personal ,  ,2.0,0.0,0.0,0.0, VMC , CRUISE , Probable Cause , 07/02/1999 , 
20001211X09807 , Accident , CHI98FA123 , 04/15/1998 ," ASHLAND, WI ", United States ,,, ASX , JOHN F. KENNEDY AIRPORT , Fatal(1) , Destroyed ,  , N828CE , Cessna , 180J , No ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , MANEUVERING , Probable Cause , 02/15/2001 , 
20001211X09861 , Accident , FTW98LA182 , 04/13/1998 ," SAND SPRINGS, OK ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , N71RF , FROBERG , ROTORWAY EXECUTIVE , Yes ,1, Reciprocating ,  ,  , Personal ,  ,0.0,0.0,0.0,1.0, VMC , CRUISE , Probable Cause , 02/15/2001 , 
20001211X09876 , Accident , IAD98FA044 , 04/12/1998 ," BEAVER FALLS, PA ", United States ,,, BVI , BEAVER COUNTY AIRPORT , Fatal(2) , Destroyed ,  , N2336A , Piper , PA-20 , No ,1, Reciprocating ,  ,  , Personal ,  ,2.0,2.0,0.0,0.0, VMC , TAKEOFF , Probable Cause , 02/15/2000 , 
20001211X09954 , Accident , SEA98FA101 , 04/11/1998 ," BIGFORK, MT ", United States ,,, FCA , GLACIER PARK INTL , Fatal(2) , Destroyed ,  , N9247W , Piper , PA-46-350P , No ,1, Reciprocating ,  ,  , Business ,  ,2.0,0.0,0.0,0.0, UNK , UNKNOWN , Probable Cause , 12/03/2004 , 
20001211X09916 , Accident , MIA98LA130 , 04/11/1998 ," COLLEGEDALE, TN ", United States ,,, 3M3 , COLLEGEDALE MUNICIPAL , Fatal(1) , Destroyed ,  , N311RS , Starck , AURIGA , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1.0,0.0,0.0,0.0, VMC , APPROACH , Probable Cause , 03/30/2000 , 
20001211X09915 , Accident , MIA98LA129 , 04/11/1998 ," DALLAS, GA ", United States ,,,  ,  , Non-Fatal , Destroyed ,  , NONE , Krips , KOLB FIRESTAR , Yes ,1, Reciprocating ,  ,  , Personal ,  ,0.0,1.0,0.0,0.0, VMC , APPROACH , Probable Cause , 12/08/1998 , 
